SubjectID,StimID,n_object_identity_recalled,n_object_identity_total,n_object_attribute_recalled,n_object_attribute_total,n_action_relation_recalled,n_action_relation_total,n_spatial_relation_recalled,n_spatial_relation_total,n_scene_gist_recalled,n_scene_gist_total,n_literal_recalled,n_literal_total,n_latent_recalled,n_latent_total,n_speculative_recalled,n_speculative_total,n_object_identity_literal_recalled,n_object_identity_literal_total,n_object_identity_latent_recalled,n_object_identity_latent_total,n_object_identity_speculative_recalled,n_object_identity_speculative_total,n_object_attribute_literal_recalled,n_object_attribute_literal_total,n_object_attribute_latent_recalled,n_object_attribute_latent_total,n_object_attribute_speculative_recalled,n_object_attribute_speculative_total,n_action_relation_literal_recalled,n_action_relation_literal_total,n_action_relation_latent_recalled,n_action_relation_latent_total,n_action_relation_speculative_recalled,n_action_relation_speculative_total,n_spatial_relation_literal_recalled,n_spatial_relation_literal_total,n_spatial_relation_latent_recalled,n_spatial_relation_latent_total,n_spatial_relation_speculative_recalled,n_spatial_relation_speculative_total,n_scene_gist_literal_recalled,n_scene_gist_literal_total,n_scene_gist_latent_recalled,n_scene_gist_latent_total,n_scene_gist_speculative_recalled,n_scene_gist_speculative_total,n_correct_nodes_recalled,n_correct_nodes_total,n_total_recalled,n_total_nodes
Encode-Decode_Experiment-2-1,2371471,0,13,0,8,0,5,0,6,0,2,0,30,0,4,0,0,0,10,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,34,0,38
Encode-Decode_Experiment-2-1,2374670,4,11,1,10,2,5,1,9,1,5,9,40,0,0,0,0,4,11,0,0,0,0,1,10,0,0,0,0,2,5,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,9,40,9,42
Encode-Decode_Experiment-2-1,2379478,4,10,1,7,2,3,2,4,0,0,9,21,0,3,0,0,4,9,0,1,0,0,1,5,0,2,0,0,2,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,9,24,9,25
Encode-Decode_Experiment-2-1,2385550,5,13,3,10,2,4,2,4,0,2,9,28,3,5,0,0,5,12,0,1,0,0,1,7,2,3,0,0,1,3,1,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,12,33,12,34
Encode-Decode_Experiment-2-1,2385851,3,15,2,7,1,3,1,8,0,2,6,33,1,2,0,0,2,13,1,2,0,0,2,7,0,0,0,0,1,3,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,7,35,7,38
Encode-Decode_Experiment-2-1,2386442,4,16,4,11,1,2,3,6,1,1,12,32,1,4,0,0,4,13,0,3,0,0,4,11,0,0,0,0,1,2,0,0,0,0,3,6,0,0,0,0,0,0,1,1,0,0,13,36,13,39
Encode-Decode_Experiment-2-1,2387122,7,18,0,6,3,11,1,5,1,2,11,40,1,2,0,0,7,18,0,0,0,0,0,6,0,0,0,0,3,11,0,0,0,0,1,5,0,0,0,0,0,0,1,2,0,0,12,42,12,43
Encode-Decode_Experiment-2-1,2394020,3,12,1,9,1,3,0,4,1,3,6,30,0,1,0,0,3,12,0,0,0,0,1,8,0,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,6,31,6,32
Encode-Decode_Experiment-2-1,2397102,7,19,3,13,2,2,1,3,1,1,13,35,1,3,0,0,7,17,0,2,0,0,3,13,0,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,14,38,14,40
Encode-Decode_Experiment-2-1,2408717,2,7,4,7,1,3,2,4,0,6,9,25,0,2,0,0,2,6,0,1,0,0,4,7,0,0,0,0,1,3,0,0,0,0,2,4,0,0,0,0,0,5,0,1,0,0,9,27,9,35
Encode-Decode_Experiment-2-1,2409918,3,9,1,7,0,6,0,4,0,3,4,26,0,3,0,0,3,9,0,0,0,0,1,7,0,0,0,0,0,5,0,1,0,0,0,4,0,0,0,0,0,1,0,2,0,0,4,29,4,33
Encode-Decode_Experiment-2-1,2410309,5,14,1,3,4,7,3,7,0,0,12,27,1,4,0,0,5,12,0,2,0,0,0,2,1,1,0,0,4,6,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,13,31,13,40
Encode-Decode_Experiment-2-1,2411268,6,8,1,7,2,6,0,4,0,1,9,25,0,1,0,0,6,8,0,0,0,0,1,7,0,0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,9,26,9,39
Encode-Decode_Experiment-2-1,2412687,4,13,1,9,2,6,0,4,3,4,8,30,2,5,0,1,3,10,1,3,0,0,1,8,0,0,0,1,2,6,0,0,0,0,0,4,0,0,0,0,2,2,1,2,0,0,10,36,10,37
Encode-Decode_Experiment-3-1,150472,1,8,0,7,0,6,0,1,0,4,1,24,0,2,0,0,1,7,0,1,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,26,1,47
Encode-Decode_Experiment-3-1,2344622,5,11,1,5,2,2,1,5,0,0,9,20,0,3,0,0,5,9,0,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,23,9,29
Encode-Decode_Experiment-3-1,2345035,1,18,2,17,1,3,1,8,1,3,6,41,0,8,0,0,1,15,0,3,0,0,2,13,0,4,0,0,1,3,0,0,0,0,1,8,0,0,0,0,1,2,0,1,0,0,6,49,6,52
Encode-Decode_Experiment-3-1,2347025,4,15,1,13,1,5,1,2,0,0,7,31,0,4,0,0,4,13,0,2,0,0,1,12,0,1,0,0,1,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,35,7,38
Encode-Decode_Experiment-3-1,2347400,3,13,3,9,2,5,1,6,1,2,7,32,3,3,0,0,3,13,0,0,0,0,2,8,1,1,0,0,1,4,1,1,0,0,1,6,0,0,0,0,0,1,1,1,0,0,10,35,10,41
Encode-Decode_Experiment-3-1,2348899,3,9,0,12,2,8,1,4,0,0,6,31,0,2,0,0,3,9,0,0,0,0,0,12,0,0,0,0,2,6,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,33,6,37
Encode-Decode_Experiment-3-1,2349475,4,13,0,6,2,8,0,6,1,1,7,30,0,4,0,0,4,11,0,2,0,0,0,6,0,0,0,0,2,6,0,2,0,0,0,6,0,0,0,0,1,1,0,0,0,0,7,34,7,40
Encode-Decode_Experiment-3-1,2350974,3,15,2,8,1,3,1,3,0,0,7,26,0,3,0,0,3,12,0,3,0,0,2,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7,29,7,38
Encode-Decode_Experiment-3-1,2356125,5,11,4,12,2,8,2,6,0,1,13,33,0,5,0,0,5,8,0,3,0,0,4,12,0,0,0,0,2,7,0,1,0,0,2,6,0,0,0,0,0,0,0,1,0,0,13,38,13,42
Encode-Decode_Experiment-3-1,2356991,0,11,1,6,2,10,0,7,0,4,3,32,0,6,0,0,0,9,0,2,0,0,1,6,0,0,0,0,2,9,0,1,0,0,0,7,0,0,0,0,0,1,0,3,0,0,3,38,3,42
Encode-Decode_Experiment-3-1,2360001,3,9,1,9,2,4,1,4,1,1,7,26,1,1,0,0,2,8,1,1,0,0,1,9,0,0,0,0,2,4,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,8,27,8,29
Encode-Decode_Experiment-3-1,2362704,3,4,2,6,1,7,1,5,0,0,7,22,0,0,0,0,3,4,0,0,0,0,2,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,7,22,7,22
Encode-Decode_Experiment-3-1,2367132,4,10,1,8,3,5,0,4,0,1,7,26,1,2,0,0,4,10,0,0,0,0,1,8,0,0,0,0,2,4,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,8,28,8,33
Encode-Decode_Experiment-3-1,2369373,3,21,0,4,1,2,0,4,0,0,4,27,0,4,0,0,3,17,0,4,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,31,4,33
Encode-Decode_Experiment-3-1,2370664,4,11,3,10,1,5,0,5,1,3,9,32,0,2,0,0,4,10,0,1,0,0,3,9,0,1,0,0,1,5,0,0,0,0,0,5,0,0,0,0,1,3,0,0,0,0,9,34,9,37
Encode-Decode_Experiment-3-1,2371471,1,13,1,8,0,5,0,6,0,2,2,30,0,4,0,0,1,10,0,3,0,0,1,8,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,2,34,2,38
Encode-Decode_Experiment-3-1,2374670,3,11,2,10,2,5,1,9,1,5,9,40,0,0,0,0,3,11,0,0,0,0,2,10,0,0,0,0,2,5,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,9,40,9,42
Encode-Decode_Experiment-3-1,2379478,6,10,4,7,2,3,2,4,0,0,11,21,3,3,0,0,5,9,1,1,0,0,2,5,2,2,0,0,2,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,14,24,14,25
Encode-Decode_Experiment-3-1,2385550,6,13,2,10,1,4,0,4,0,2,5,28,4,5,0,0,5,12,1,1,0,0,0,7,2,3,0,0,0,3,1,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,9,33,9,34
Encode-Decode_Experiment-3-1,2385851,5,15,3,7,2,3,1,8,0,2,10,33,1,2,0,0,4,13,1,2,0,0,3,7,0,0,0,0,2,3,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,11,35,11,38
Encode-Decode_Experiment-3-1,2386442,5,16,0,11,1,2,0,6,0,1,4,32,2,4,0,0,3,13,2,3,0,0,0,11,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,6,36,6,39
Encode-Decode_Experiment-3-1,2387122,6,18,1,6,1,11,0,5,0,2,8,40,0,2,0,0,6,18,0,0,0,0,1,6,0,0,0,0,1,11,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,8,42,8,43
Encode-Decode_Experiment-3-1,2394020,3,12,1,9,1,3,0,4,2,3,7,30,0,1,0,0,3,12,0,0,0,0,1,8,0,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,7,31,7,32
Encode-Decode_Experiment-3-1,2397102,5,19,1,13,2,2,0,3,0,1,8,35,0,3,0,0,5,17,0,2,0,0,1,13,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,38,8,40
Encode-Decode_Experiment-3-1,2408717,2,7,2,7,2,3,0,4,1,6,7,25,0,2,0,0,2,6,0,1,0,0,2,7,0,0,0,0,2,3,0,0,0,0,0,4,0,0,0,0,1,5,0,1,0,0,7,27,7,35
Encode-Decode_Experiment-3-1,2409918,3,9,0,7,2,6,1,4,0,3,5,26,1,3,0,0,3,9,0,0,0,0,0,7,0,0,0,0,1,5,1,1,0,0,1,4,0,0,0,0,0,1,0,2,0,0,6,29,6,33
Encode-Decode_Experiment-3-1,2410309,5,14,1,3,0,7,3,7,0,0,9,27,0,4,0,0,5,12,0,2,0,0,1,2,0,1,0,0,0,6,0,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,9,31,9,40
Encode-Decode_Experiment-3-1,2411268,4,8,4,7,4,6,0,4,0,1,12,25,0,1,0,0,4,8,0,0,0,0,4,7,0,0,0,0,4,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,12,26,12,39
Encode-Decode_Experiment-3-1,2412687,0,13,0,9,0,6,0,4,0,4,0,30,0,5,0,1,0,10,0,3,0,0,0,8,0,0,0,1,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,36,0,37
Encode-Decode_Experiment-4-1,150472,2,8,1,7,0,6,0,1,0,4,3,24,0,2,0,0,2,7,0,1,0,0,1,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,3,26,3,47
Encode-Decode_Experiment-4-1,2344622,4,11,2,5,2,2,2,5,0,0,10,20,0,3,0,0,4,9,0,2,0,0,2,4,0,1,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,23,10,29
Encode-Decode_Experiment-4-1,2345035,6,18,5,17,1,3,1,8,1,3,13,41,1,8,0,0,5,15,1,3,0,0,5,13,0,4,0,0,1,3,0,0,0,0,1,8,0,0,0,0,1,2,0,1,0,0,14,49,14,52
Encode-Decode_Experiment-4-1,2347025,7,15,3,13,3,5,1,2,0,0,13,31,1,4,0,0,6,13,1,2,0,0,3,12,0,1,0,0,3,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,14,35,14,38
Encode-Decode_Experiment-4-1,2347400,6,13,5,9,3,5,1,6,0,2,14,32,1,3,0,0,6,13,0,0,0,0,5,8,0,1,0,0,2,4,1,1,0,0,1,6,0,0,0,0,0,1,0,1,0,0,15,35,15,41
Encode-Decode_Experiment-4-1,2348899,5,9,6,12,3,8,2,4,0,0,16,31,0,2,0,0,5,9,0,0,0,0,6,12,0,0,0,0,3,6,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,16,33,16,37
Encode-Decode_Experiment-4-1,2349475,9,13,2,6,5,8,4,6,0,1,19,30,1,4,0,0,8,11,1,2,0,0,2,6,0,0,0,0,5,6,0,2,0,0,4,6,0,0,0,0,0,1,0,0,0,0,20,34,20,40
Encode-Decode_Experiment-4-1,2350974,6,15,5,8,2,3,1,3,0,0,13,26,1,3,0,0,5,12,1,3,0,0,5,8,0,0,0,0,2,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,14,29,14,38
Encode-Decode_Experiment-4-1,2356125,0,11,0,12,0,8,0,6,0,1,0,33,0,5,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,7,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,38,0,42
Encode-Decode_Experiment-4-1,2356991,3,11,5,6,3,10,0,7,0,4,10,32,1,6,0,0,2,9,1,2,0,0,5,6,0,0,0,0,3,9,0,1,0,0,0,7,0,0,0,0,0,1,0,3,0,0,11,38,11,42
Encode-Decode_Experiment-4-1,2360001,0,9,0,9,0,4,0,4,0,1,0,26,0,1,0,0,0,8,0,1,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,27,0,29
Encode-Decode_Experiment-4-1,2362704,3,4,3,6,2,7,1,5,0,0,9,22,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,0,2,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,22,9,22
Encode-Decode_Experiment-4-1,2367132,5,10,4,8,3,5,1,4,1,1,13,26,1,2,0,0,5,10,0,0,0,0,4,8,0,0,0,0,3,4,0,1,0,0,1,4,0,0,0,0,0,0,1,1,0,0,14,28,14,33
Encode-Decode_Experiment-4-1,2369373,9,21,2,4,2,2,1,4,0,0,13,27,1,4,0,0,8,17,1,4,0,0,2,4,0,0,0,0,2,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,14,31,14,33
Encode-Decode_Experiment-4-1,2370664,0,11,0,10,0,5,0,5,0,3,0,32,0,2,0,0,0,10,0,1,0,0,0,9,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,34,0,37
Encode-Decode_Experiment-4-1,2371471,3,13,2,8,2,5,1,6,1,2,7,30,2,4,0,0,2,10,1,3,0,0,2,8,0,0,0,0,2,5,0,0,0,0,1,6,0,0,0,0,0,1,1,1,0,0,9,34,9,38
Encode-Decode_Experiment-4-1,2374670,4,11,2,10,3,5,5,9,1,5,15,40,0,0,0,0,4,11,0,0,0,0,2,10,0,0,0,0,3,5,0,0,0,0,5,9,0,0,0,0,1,5,0,0,0,0,15,40,15,42
Encode-Decode_Experiment-4-1,2379478,0,10,0,7,0,3,0,4,0,0,0,21,0,3,0,0,0,9,0,1,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,25
Encode-Decode_Experiment-4-1,2385550,9,13,2,10,0,4,1,4,0,2,12,28,0,5,0,0,9,12,0,1,0,0,2,7,0,3,0,0,0,3,0,1,0,0,1,4,0,0,0,0,0,2,0,0,0,0,12,33,12,34
Encode-Decode_Experiment-4-1,2385851,4,15,3,7,2,3,3,8,0,2,11,33,1,2,0,0,3,13,1,2,0,0,3,7,0,0,0,0,2,3,0,0,0,0,3,8,0,0,0,0,0,2,0,0,0,0,12,35,12,38
Encode-Decode_Experiment-4-1,2386442,7,16,3,11,2,2,0,6,0,1,12,32,0,4,0,0,7,13,0,3,0,0,3,11,0,0,0,0,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,12,36,12,39
Encode-Decode_Experiment-4-1,2387122,7,18,2,6,2,11,2,5,0,2,13,40,0,2,0,0,7,18,0,0,0,0,2,6,0,0,0,0,2,11,0,0,0,0,2,5,0,0,0,0,0,0,0,2,0,0,13,42,13,43
Encode-Decode_Experiment-4-1,2394020,5,12,3,9,1,3,1,4,1,3,11,30,0,1,0,0,5,12,0,0,0,0,3,8,0,1,0,0,1,3,0,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,11,31,11,32
Encode-Decode_Experiment-4-1,2397102,9,19,9,13,2,2,0,3,0,1,20,35,0,3,0,0,9,17,0,2,0,0,9,13,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,20,38,20,40
Encode-Decode_Experiment-4-1,2408717,3,7,3,7,1,3,1,4,1,6,9,25,0,2,0,0,3,6,0,1,0,0,3,7,0,0,0,0,1,3,0,0,0,0,1,4,0,0,0,0,1,5,0,1,0,0,9,27,9,35
Encode-Decode_Experiment-4-1,2409918,2,9,1,7,3,6,3,4,1,3,9,26,1,3,0,0,2,9,0,0,0,0,1,7,0,0,0,0,3,5,0,1,0,0,3,4,0,0,0,0,0,1,1,2,0,0,10,29,10,33
Encode-Decode_Experiment-4-1,2410309,0,14,0,3,0,7,0,7,0,0,0,27,0,4,0,0,0,12,0,2,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,31,0,40
Encode-Decode_Experiment-4-1,2411268,5,8,2,7,4,6,2,4,0,1,13,25,0,1,0,0,5,8,0,0,0,0,2,7,0,0,0,0,4,6,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,13,26,13,39
Encode-Decode_Experiment-4-1,2412687,5,13,2,9,3,6,1,4,2,4,11,30,2,5,0,1,4,10,1,3,0,0,2,8,0,0,0,1,3,6,0,0,0,0,1,4,0,0,0,0,1,2,1,2,0,0,13,36,13,37
Encode-Decode_Experiment-5-1,2344622,5,11,1,5,2,2,1,5,0,0,8,20,1,3,0,0,4,9,1,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,23,9,29
Encode-Decode_Experiment-5-1,2349475,6,13,2,6,3,8,1,6,0,1,11,30,1,4,0,0,6,11,0,2,0,0,2,6,0,0,0,0,2,6,1,2,0,0,1,6,0,0,0,0,0,1,0,0,0,0,12,34,12,40
Encode-Decode_Experiment-5-1,2350974,6,15,2,8,2,3,2,3,0,0,11,26,1,3,0,0,5,12,1,3,0,0,2,8,0,0,0,0,2,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,12,29,12,38
Encode-Decode_Experiment-5-1,2379478,4,10,5,7,1,3,0,4,0,0,9,21,1,3,0,0,4,9,0,1,0,0,4,5,1,2,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,24,10,25
Encode-Decode_Experiment-5-1,2385550,5,13,2,10,0,4,0,4,0,2,7,28,0,5,0,0,5,12,0,1,0,0,2,7,0,3,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,7,33,7,34
Encode-Decode_Experiment-5-1,2385851,4,15,5,7,2,3,2,8,0,2,12,33,1,2,0,0,3,13,1,2,0,0,5,7,0,0,0,0,2,3,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,13,35,13,38
Encode-Decode_Experiment-5-1,2408717,2,7,4,7,3,3,0,4,2,6,11,25,0,2,0,0,2,6,0,1,0,0,4,7,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,2,5,0,1,0,0,11,27,11,35
Encode-Decode_Experiment-5-1,2411268,5,8,5,7,2,6,0,4,0,1,12,25,0,1,0,0,5,8,0,0,0,0,5,7,0,0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,12,26,12,39
Encode-Decode_Experiment-6-1,2344622,4,11,1,5,2,2,2,5,0,0,9,20,0,3,0,0,4,9,0,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,9,23,9,29
Encode-Decode_Experiment-6-1,2349475,5,13,0,6,3,8,0,6,0,1,7,30,1,4,0,0,5,11,0,2,0,0,0,6,0,0,0,0,2,6,1,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,34,8,40
Encode-Decode_Experiment-6-1,2350974,4,15,3,8,1,3,1,3,0,0,9,26,0,3,0,0,4,12,0,3,0,0,3,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,9,29,9,38
Encode-Decode_Experiment-6-1,2379478,5,10,5,7,2,3,1,4,0,0,12,21,1,3,0,0,5,9,0,1,0,0,4,5,1,2,0,0,2,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,13,24,13,25
Encode-Decode_Experiment-6-1,2385550,7,13,2,10,0,4,2,4,0,2,11,28,0,5,0,0,7,12,0,1,0,0,2,7,0,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,11,33,11,34
Encode-Decode_Experiment-6-1,2385851,3,15,4,7,1,3,1,8,0,2,8,33,1,2,0,0,2,13,1,2,0,0,4,7,0,0,0,0,1,3,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,9,35,9,38
Encode-Decode_Experiment-6-1,2408717,3,7,4,7,2,3,1,4,1,6,11,25,0,2,0,0,3,6,0,1,0,0,4,7,0,0,0,0,2,3,0,0,0,0,1,4,0,0,0,0,1,5,0,1,0,0,11,27,11,35
Encode-Decode_Experiment-6-1,2411268,4,8,2,7,4,6,0,4,0,1,10,25,0,1,0,0,4,8,0,0,0,0,2,7,0,0,0,0,4,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,10,26,10,39
Encode-Decode_Experiment-7-1,2344622,5,11,1,5,2,2,2,5,0,0,10,20,0,3,0,0,5,9,0,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,23,10,29
Encode-Decode_Experiment-7-1,2349475,4,13,0,6,2,8,2,6,0,1,8,30,0,4,0,0,4,11,0,2,0,0,0,6,0,0,0,0,2,6,0,2,0,0,2,6,0,0,0,0,0,1,0,0,0,0,8,34,8,40
Encode-Decode_Experiment-7-1,2350974,0,15,0,8,0,3,0,3,0,0,0,26,0,3,0,0,0,12,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,38
Encode-Decode_Experiment-7-1,2379478,0,10,0,7,0,3,0,4,0,0,0,21,0,3,0,0,0,9,0,1,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,25
Encode-Decode_Experiment-7-1,2385550,5,13,6,10,0,4,2,4,0,2,10,28,3,5,0,0,5,12,0,1,0,0,3,7,3,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,13,33,13,34
Encode-Decode_Experiment-7-1,2385851,4,15,3,7,1,3,2,8,0,2,8,33,2,2,0,0,2,13,2,2,0,0,3,7,0,0,0,0,1,3,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,10,35,10,38
Encode-Decode_Experiment-7-1,2408717,2,7,3,7,2,3,1,4,1,6,9,25,0,2,0,0,2,6,0,1,0,0,3,7,0,0,0,0,2,3,0,0,0,0,1,4,0,0,0,0,1,5,0,1,0,0,9,27,9,35
Encode-Decode_Experiment-7-1,2411268,5,8,3,7,3,6,2,4,0,1,13,25,0,1,0,0,5,8,0,0,0,0,3,7,0,0,0,0,3,6,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,13,26,13,39
Encode-Decode_Experiment-8-1,2344622,5,11,1,5,2,2,1,5,0,0,9,20,0,3,0,0,5,9,0,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,9,23,9,29
Encode-Decode_Experiment-8-1,2349475,4,13,2,6,1,8,0,6,1,1,8,30,0,4,0,0,4,11,0,2,0,0,2,6,0,0,0,0,1,6,0,2,0,0,0,6,0,0,0,0,1,1,0,0,0,0,8,34,8,40
Encode-Decode_Experiment-8-1,2350974,7,15,3,8,1,3,1,3,0,0,11,26,1,3,0,0,6,12,1,3,0,0,3,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,12,29,12,38
Encode-Decode_Experiment-8-1,2379478,4,10,1,7,2,3,2,4,0,0,9,21,0,3,0,0,4,9,0,1,0,0,1,5,0,2,0,0,2,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,9,24,9,25
Encode-Decode_Experiment-8-1,2385550,5,13,1,10,0,4,2,4,0,2,8,28,0,5,0,0,5,12,0,1,0,0,1,7,0,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,8,33,8,34
Encode-Decode_Experiment-8-1,2385851,3,15,2,7,2,3,1,8,0,2,7,33,1,2,0,0,2,13,1,2,0,0,2,7,0,0,0,0,2,3,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,8,35,8,38
Encode-Decode_Experiment-8-1,2408717,2,7,3,7,2,3,2,4,2,6,11,25,0,2,0,0,2,6,0,1,0,0,3,7,0,0,0,0,2,3,0,0,0,0,2,4,0,0,0,0,2,5,0,1,0,0,11,27,11,35
Encode-Decode_Experiment-8-1,2411268,2,8,1,7,0,6,0,4,0,1,3,25,0,1,0,0,2,8,0,0,0,0,1,7,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,26,3,39
Encode-Decode_Experiment-9-1,2344622,0,11,0,5,0,2,0,5,0,0,0,20,0,3,0,0,0,9,0,2,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,29
Encode-Decode_Experiment-9-1,2385851,4,15,3,7,1,3,1,8,0,2,8,33,1,2,0,0,3,13,1,2,0,0,3,7,0,0,0,0,1,3,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,9,35,9,38
Encode-Decode_Experiment-9-1,2408717,3,7,4,7,2,3,2,4,3,6,13,25,1,2,0,0,3,6,0,1,0,0,4,7,0,0,0,0,2,3,0,0,0,0,2,4,0,0,0,0,2,5,1,1,0,0,14,27,14,35
Encode-Decode_Experiment-9-1,2411268,6,8,4,7,4,6,2,4,0,1,16,25,0,1,0,0,6,8,0,0,0,0,4,7,0,0,0,0,4,6,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,16,26,16,39
