SubjectID,StimID,CueText,Phase,ViewingNumber,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,95172,95532,360,960.3,596.6,512.16,424.25,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.218609
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,95578,95816,238,1133.0,669.8,604.27,476.3,22.0,hose in green color,polygon,,0.180759
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,95860,95998,138,1078.4,848.7,575.15,603.52,20.0,race track with a red truck on it,polygon,,0.024383
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,96068,96420,352,542.3,882.1,289.23,627.27,20.0,race track with a red truck on it,polygon,,0.039195
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,96494,96734,240,1324.4,759.6,706.35,540.16,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.207442
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,96780,96968,188,1506.4,869.9,803.41,618.6,20.0,race track with a red truck on it,polygon,,0.046066
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,97050,97168,118,562.5,426.7,300.0,303.43,27.0,"truck with a man in the back, spraying water",polygon,,0.006482
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,97230,97456,226,244.3,400.3,130.29,284.66,27.0,"truck with a man in the back, spraying water",polygon,,0.229065
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,97490,97618,128,470.4,189.8,250.88,134.97,,,none,,0.170929
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,97704,98034,330,1548.2,429.4,825.71,305.35,21.0,hay scattered on the ground,polygon,,0.052293
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,98098,98360,262,1687.6,743.1,900.05,528.43,20.0,race track with a red truck on it,polygon,,0.028216
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,98418,98572,154,1748.4,532.1,932.48,378.38,3.0,grass and hay scattered on the ground,polygon,,0.027496
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,98656,98806,150,637.7,406.6,340.11,289.14,27.0,"truck with a man in the back, spraying water",polygon,,0.019269
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,98852,99126,274,346.1,396.1,184.59,281.67,27.0,"truck with a man in the back, spraying water",polygon,,0.363226
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,99198,99458,260,1061.0,552.3,565.87,392.75,11.0,"man wearing a white shirt and blue jeans, bending over in the bed of a truck",polygon,,0.233112
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,99502,99666,164,892.7,496.9,476.11,353.35,4.0,"shirt in blue, white , and red colors.",polygon,,0.263798
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,99688,99812,124,860.3,489.4,458.83,348.02,4.0,"shirt in blue, white , and red colors.",polygon,,0.267691
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,99872,100278,406,1183.5,625.9,631.2,445.08,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.40322
Encode-Decode_Experiment-1-1,2374670,spray-vehicle,encoding,1.0,19,19,100336,100498,162,861.5,302.1,459.47,214.83,27.0,"truck with a man in the back, spraying water",polygon,,0.241756
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,100512,101014,502,964.4,586.3,514.35,416.92,2.0,blue blanket on desk,polygon,,0.049319
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,101060,101378,318,728.4,557.2,388.48,396.23,23.0,striped cat's head,polygon,,0.149092
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,101404,101706,302,788.8,569.7,420.69,405.12,23.0,striped cat's head,polygon,,0.128367
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,101746,102044,298,885.1,606.9,472.05,431.57,23.0,striped cat's head,polygon,,0.210433
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,102086,102312,226,723.1,560.1,385.65,398.29,23.0,striped cat's head,polygon,,0.142574
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,102382,102908,526,1311.7,652.7,699.57,464.14,9.0,hand typing on black computer keyboard,polygon,,0.2436
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,102936,103116,180,1162.9,647.6,620.21,460.52,0.0,black computer keyboard with keys,polygon,,0.142522
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,103152,103456,304,786.0,587.9,419.2,418.06,23.0,striped cat's head,polygon,,0.142222
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,103502,103850,348,487.9,433.6,260.21,308.34,20.0,cat's head resting on blue blanket,polygon,,0.023697
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,103876,104032,156,604.6,344.4,322.45,244.91,20.0,cat's head resting on blue blanket,polygon,,0.124449
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,104104,104400,296,1491.5,683.5,795.47,486.04,28.0,"hand in person's hand, typing on a keyboard.",polygon,,0.014651
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,104422,104538,116,1516.8,735.6,808.96,523.09,28.0,"hand in person's hand, typing on a keyboard.",polygon,,0.020726
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,104616,104946,330,664.6,590.8,354.45,420.12,23.0,striped cat's head,polygon,,0.179037
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,104978,105124,146,374.5,666.4,199.73,473.88,35.0,blanket in blue color on the table.,polygon,,0.024591
Encode-Decode_Experiment-1-1,2344622,cat,encoding,1.0,20,20,105186,105826,640,851.8,661.5,454.29,470.4,2.0,blue blanket on desk,polygon,,0.175576
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,105854,106166,312,928.1,601.6,494.99,427.8,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",proximity,33.83,0.259992
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,106210,106646,436,929.8,760.8,495.89,541.01,15.0,white and brown horse being ridden by a man.,polygon,,0.315623
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,106852,107064,212,921.5,690.7,491.47,491.16,12.0,saddle blanket on a horse,polygon,,0.394815
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,107096,107268,172,895.3,582.9,477.49,414.51,11.0,"man in riding gear, including a hat and boots, riding a horse along the beach.",polygon,,0.236949
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,107326,107500,174,1006.1,857.1,536.59,609.49,15.0,white and brown horse being ridden by a man.,polygon,,0.266045
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,107520,107724,204,1030.5,811.4,549.6,577.0,15.0,white and brown horse being ridden by a man.,polygon,,0.427788
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,107744,107920,176,1009.6,813.1,538.45,578.2,15.0,white and brown horse being ridden by a man.,polygon,,0.405
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,107936,108078,142,1034.2,790.4,551.57,562.06,15.0,white and brown horse being ridden by a man.,polygon,,0.673687
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,108148,108354,206,1616.2,772.3,861.97,549.19,,,none,,0.55523
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,108380,108642,262,1666.3,777.6,888.69,552.96,,,none,,0.62301
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,108870,109088,218,1274.1,679.4,679.52,483.13,5.0,dark brown and white horse being ridden by a man.,polygon,,0.193654
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,109134,109530,396,1127.6,654.8,601.39,465.64,6.0,two horses walking side by side along the beach.,polygon,,0.666028
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,109578,109778,200,1176.9,451.9,627.68,321.35,14.0,water in the background,polygon,,0.095477
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,109798,110028,230,1175.8,414.4,627.09,294.68,14.0,water in the background,polygon,,0.052845
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,110082,110414,332,732.2,384.2,390.51,273.21,14.0,water in the background,polygon,,0.142705
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,110468,110640,172,1240.2,422.0,661.44,300.09,14.0,water in the background,polygon,,0.065466
Encode-Decode_Experiment-1-1,2394020,horse ride,encoding,2.0,21,21,110704,110912,208,1726.8,436.3,920.96,310.26,14.0,water in the background,polygon,,0.056764
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,110920,111280,360,971.0,598.0,517.87,425.24,34.0,tarp in green color,polygon,,0.012369
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,111330,111600,270,1354.7,537.5,722.51,382.22,38.0,baseball glove in brown color worn by the player.,polygon,,0.171655
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,111622,111860,238,1374.8,580.1,733.23,412.52,8.0,"man in a baseball uniform, standing and ready to catch a ball.",polygon,,0.12689
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,111910,112082,172,1291.8,301.9,688.96,214.68,43.0,man's head wearing a baseball cap.,polygon,,0.133262
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,112148,112362,214,844.5,488.3,450.4,347.24,29.0,"baseball in motion, thrown towards the sliding player.",polygon,,0.19737
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,112384,112564,180,850.9,543.1,453.81,386.2,34.0,tarp in green color,polygon,,0.023157
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,112640,112994,354,504.7,845.0,269.17,600.89,10.0,man in a gray jersey sliding into base,polygon,,0.241278
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,113040,113260,220,634.6,667.4,338.45,474.6,10.0,man in a gray jersey sliding into base,polygon,,0.21566
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,113288,113416,128,645.1,730.3,344.05,519.32,40.0,jersey in gray color worn by the sliding player.,polygon,,0.142679
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,113470,113922,452,1317.0,475.8,702.4,338.35,38.0,baseball glove in brown color worn by the player.,polygon,,0.256137
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,113954,114620,666,1327.0,336.3,707.73,239.15,43.0,man's head wearing a baseball cap.,polygon,,0.243938
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,114674,114884,210,1375.6,613.8,733.65,436.48,8.0,"man in a baseball uniform, standing and ready to catch a ball.",polygon,,0.102544
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,114938,115166,228,1207.3,907.4,643.89,645.26,1.0,dirt in red tinged on the baseball field.,polygon,,0.161602
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,115228,115554,326,536.6,950.6,286.19,675.98,1.0,dirt in red tinged on the baseball field.,polygon,,0.06858
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,115592,116006,414,363.2,919.3,193.71,653.72,,,none,,0.131268
Encode-Decode_Experiment-1-1,2356991,baseball,encoding,1.0,22,22,116040,116244,204,629.3,738.8,335.63,525.37,40.0,jersey in gray color worn by the sliding player.,polygon,,0.150387
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,116252,116360,108,994.9,607.9,530.61,432.28,2.0,hair in dark colored waves on a young boy.,polygon,,0.169621
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,116524,116602,78,902.7,543.9,481.44,386.77,2.0,hair in dark colored waves on a young boy.,polygon,,0.044814
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,116634,116800,166,913.5,711.8,487.2,506.17,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.072625
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,116874,117038,164,279.7,620.0,149.17,440.89,4.0,"shirt in red black, striped, yellow",polygon,,0.359233
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,117070,117262,192,238.2,594.5,127.04,422.76,4.0,"shirt in red black, striped, yellow",polygon,,0.426759
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,117352,117494,142,1481.4,476.1,790.08,338.56,14.0,stubble on a man's face.,polygon,,0.026706
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,117532,117712,180,1462.7,562.9,780.11,400.28,14.0,stubble on a man's face.,polygon,,0.129919
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,117730,117910,180,1430.5,599.5,762.93,426.31,14.0,stubble on a man's face.,polygon,,0.184825
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,117962,118128,166,1181.7,467.4,630.24,332.37,22.0,"man brushing teeth, wearing a purple shirt on the right",polygon,,0.236508
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,118146,118304,158,1231.5,499.1,656.8,354.92,22.0,"man brushing teeth, wearing a purple shirt on the right",polygon,,0.190281
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,118374,118534,160,890.8,737.0,475.09,524.09,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.063446
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,118556,118720,164,944.4,744.5,503.68,529.42,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.077887
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,118748,118952,204,892.5,653.9,476.0,465.0,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.142186
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,118996,119222,226,926.1,761.4,493.92,541.44,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.069214
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,119304,119450,146,288.7,497.2,153.97,353.56,0.0,"woman brushing teeth, wearing a striped shirt on the left",polygon,,0.064075
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,119482,119658,176,245.8,569.8,131.09,405.19,0.0,"woman brushing teeth, wearing a striped shirt on the left",polygon,,0.283037
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,119738,119894,156,1250.4,503.3,666.88,357.9,22.0,"man brushing teeth, wearing a purple shirt on the right",polygon,,0.180728
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,119950,120156,206,906.1,656.0,483.25,466.49,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.147558
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,120192,120368,176,847.4,668.6,451.95,475.45,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.08924
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,120382,120596,214,844.6,651.2,450.45,463.08,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.118892
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,120636,121000,364,898.6,732.6,479.25,520.96,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.06154
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,121030,121396,366,814.6,684.6,434.45,486.83,11.0,"toddler brushing teeth, wearing a pink shirt in the center",polygon,,0.08161
Encode-Decode_Experiment-1-1,2386442,teeth,encoding,1.0,23,23,121448,121580,132,610.2,890.2,325.44,633.03,8.0,"arm of a person, likely the man holding the child.",polygon,,0.148938
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,121588,122040,452,1002.3,553.0,534.56,393.24,2.0,blue blanket on desk,polygon,,0.041218
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,122074,122446,372,782.9,554.4,417.55,394.24,23.0,striped cat's head,polygon,,0.170324
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,122578,122754,176,1333.4,670.4,711.15,476.73,9.0,hand typing on black computer keyboard,polygon,,0.146168
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,122782,123036,254,1223.7,623.3,652.64,443.24,0.0,black computer keyboard with keys,polygon,,0.178972
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,123094,123176,82,1352.1,455.5,721.12,323.91,,,none,,0.403609
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,123232,123370,138,818.7,451.5,436.64,321.07,23.0,striped cat's head,polygon,,0.280997
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,123400,123642,242,782.0,550.6,417.07,391.54,23.0,striped cat's head,polygon,,0.186295
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,123660,123902,242,742.4,538.1,395.95,382.65,23.0,striped cat's head,polygon,,0.204889
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,123956,124262,306,1146.7,333.5,611.57,237.16,,,none,,0.366698
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,124286,124400,114,1073.2,315.0,572.37,224.0,,,none,,0.433434
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,124464,124638,174,743.0,561.9,396.27,399.57,23.0,striped cat's head,polygon,,0.134641
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,124702,124882,180,328.2,695.7,175.04,494.72,35.0,blanket in blue color on the table.,polygon,,0.019946
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,124938,125148,210,794.9,456.6,423.95,324.69,23.0,striped cat's head,polygon,,0.267979
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,125200,125422,222,440.8,515.2,235.09,366.36,20.0,cat's head resting on blue blanket,polygon,,0.090218
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,125480,125628,148,768.1,310.4,409.65,220.73,26.0,brown and black cat laying head down,polygon,,0.079617
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,125674,125832,158,527.5,322.9,281.33,229.62,20.0,cat's head resting on blue blanket,polygon,,0.153577
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,125888,126398,510,1114.8,329.1,594.56,234.03,,,none,,0.470309
Encode-Decode_Experiment-1-1,2344622,cat,encoding,2.0,24,24,126460,126656,196,1497.4,290.6,798.61,206.65,5.0,black speaker on desk,polygon,,0.272397
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,126664,127012,348,1008.0,597.7,537.6,425.03,11.0,couple smiling and celebrating together.,polygon,,0.025468
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,127050,127380,330,624.4,317.3,333.01,225.64,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.055641
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,127446,127768,322,1112.1,294.4,593.12,209.35,11.0,couple smiling and celebrating together.,polygon,,0.131825
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,127838,128174,336,601.2,310.9,320.64,221.08,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.047344
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,128238,128386,148,966.2,711.7,515.31,506.1,21.0,"man in a white shirt, smiling and cutting the cake with a woman.",polygon,,0.050991
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,128450,128558,108,1026.3,1063.6,547.36,756.34,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.199682
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,128602,128812,210,813.1,953.9,433.65,678.33,14.0,hand of the woman holding the knife.,polygon,,0.0746
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,128846,129104,258,932.3,1026.4,497.23,729.88,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.215284
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,129146,129362,216,1099.1,1002.4,586.19,712.82,19.0,writing on the cake indicating celebration.,polygon,,0.292536
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,129420,129620,200,1103.2,518.9,588.37,369.0,16.0,grey tie worn by the man.,polygon,,0.063521
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,129660,129910,250,1218.1,487.5,649.65,346.67,24.0,beer bottle held by the man in his right hand.,polygon,,0.27656
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,129922,130260,338,1191.4,477.5,635.41,339.56,24.0,beer bottle held by the man in his right hand.,polygon,,0.348964
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,130314,130638,324,1630.8,450.4,869.76,320.28,35.0,beer can in the background.,polygon,,0.068804
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,130714,130978,264,513.4,317.7,273.81,225.92,0.0,"necklace worn by the woman, visible on her neck.",polygon,,0.045654
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,131052,131306,254,1041.0,1017.8,555.2,723.77,19.0,writing on the cake indicating celebration.,polygon,,0.295667
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,131346,131590,244,1131.8,1012.9,603.63,720.28,19.0,writing on the cake indicating celebration.,polygon,,0.249959
Encode-Decode_Experiment-1-1,2397102,cake,encoding,1.0,25,25,131616,131988,372,989.1,978.6,527.52,695.89,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.327812
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,131996,132266,270,977.6,614.6,521.39,437.05,16.0,"bracket in clock's, for wall mounting.",polygon,,0.014139
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,132296,132530,234,1056.2,460.6,563.31,327.54,23.0,"man in a black jacket and grey pants, standing on a platform",polygon,,0.327881
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,132590,132666,76,763.2,535.1,407.04,380.52,18.0,men working together to adjust a clock,polygon,,0.438495
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,132734,132908,174,692.7,1028.3,369.44,731.24,10.0,wooden plank used by workers to stand on,proximity,43.94,0.045778
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,132954,133124,170,481.1,1030.9,256.59,733.08,,,none,,0.079514
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,133156,133516,360,753.0,1032.7,401.6,734.36,10.0,wooden plank used by workers to stand on,proximity,41.38,0.028068
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,133578,134042,464,460.4,1016.1,245.55,722.56,,,none,,0.073896
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,134090,134580,490,791.0,1030.9,421.87,733.08,10.0,wooden plank used by workers to stand on,proximity,48.8,0.032316
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,134604,134774,170,735.6,1033.9,392.32,735.22,10.0,wooden plank used by workers to stand on,proximity,41.26,0.021826
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,134836,135316,480,442.2,975.5,235.84,693.69,29.0,planks in wood used for mounting the clock.,polygon,,0.083477
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,135364,136130,766,765.7,999.4,408.37,710.68,10.0,wooden plank used by workers to stand on,polygon,,0.173454
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,136164,136310,146,1169.3,987.3,623.63,702.08,,,none,,0.217785
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,136366,136560,194,1715.4,913.2,914.88,649.39,2.0,building with a balcony and a clock,polygon,,0.323247
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,136588,136898,310,1559.0,912.1,831.47,648.6,31.0,awning with the word 'BROOK' on it.,polygon,,0.076429
Encode-Decode_Experiment-1-1,2360001,clock,encoding,2.0,26,26,136974,137022,48,718.8,714.6,383.36,508.16,6.0,jeans worn by a man.,proximity,13.76,0.017974
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,137070,137338,268,958.2,581.9,511.04,413.8,8.0,"young girl picking apples, wearing a jacket, jeans, and boots",polygon,,0.112093
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,137370,137760,390,1117.4,350.2,595.95,249.03,0.0,red and white reusable bag,polygon,,0.140906
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,137790,138074,284,983.1,233.0,524.32,165.69,1.0,apple tree with green leaves,proximity,37.46,0.323328
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,138128,138312,184,1184.5,371.1,631.73,263.89,0.0,red and white reusable bag,polygon,,0.101357
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,138332,138512,180,1129.5,361.7,602.4,257.21,0.0,red and white reusable bag,polygon,,0.121113
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,138552,139054,502,1246.3,323.2,664.69,229.83,0.0,red and white reusable bag,polygon,,0.111327
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,139080,139282,202,1189.7,323.9,634.51,230.33,0.0,red and white reusable bag,polygon,,0.122377
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,139356,139752,396,526.6,248.2,280.85,176.5,1.0,apple tree with green leaves,polygon,,0.077428
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,139822,140274,452,1167.6,443.0,622.72,315.02,0.0,red and white reusable bag,polygon,,0.104803
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,140302,140472,170,1222.2,482.4,651.84,343.04,0.0,red and white reusable bag,polygon,,0.193289
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,140490,141202,712,1167.6,490.4,622.72,348.73,0.0,red and white reusable bag,polygon,,0.118874
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,141218,141430,212,1212.4,478.1,646.61,339.98,0.0,red and white reusable bag,polygon,,0.177337
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,141442,141548,106,1237.3,452.9,659.89,322.06,0.0,red and white reusable bag,polygon,,0.108945
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,141690,141930,240,721.4,237.5,384.75,168.89,7.0,green apple hanging from tree,polygon,,0.181808
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,141972,142296,324,558.4,242.9,297.81,172.73,1.0,apple tree with green leaves,polygon,,0.07421
Encode-Decode_Experiment-1-1,2411268,apple,encoding,1.0,27,27,142330,142388,58,522.6,185.4,278.72,131.84,,,none,,0.14674
